file_path,label
data\processed\Mystery mystery\375_seg001.wav,Mystery mystery
data\processed\Mystery mystery\386_seg020.wav,Mystery mystery
data\processed\Arborophila torqueola\11_seg000.wav,Arborophila torqueola
data\processed\Mystery mystery\322_seg005.wav,Mystery mystery
data\processed\Pellorneum ruficeps\93_seg003.wav,Pellorneum ruficeps
data\processed\Mystery mystery\410_seg006.wav,Mystery mystery
data\processed\Mystery mystery\301_seg031.wav,Mystery mystery
data\processed\Argya longirostris\8_seg000.wav,Argya longirostris
data\processed\noise\Psilopogon_lineatus__2__seg004.wav,noise
data\processed\Cuculus micropterus\10_seg008.wav,Cuculus micropterus
data\processed\Pomatorhinus ruficollis\4_seg034.wav,Pomatorhinus ruficollis
data\processed\Arborophila torqueola\18_seg003.wav,Arborophila torqueola
data\processed\Mystery mystery\227_seg001.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\13_seg011.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\34_seg009.wav,Mystery mystery
data\processed\Chloropsis\17_seg002.wav,Chloropsis
data\processed\Rimator malacoptilus\20_seg008.wav,Rimator malacoptilus
data\processed\Arborophila torqueola\4_seg017.wav,Arborophila torqueola
data\processed\Alcippe cinerea\10_seg020.wav,Alcippe cinerea
data\processed\Mystery mystery\91_seg006.wav,Mystery mystery
data\processed\Pellorneum ruficeps\35_seg001.wav,Pellorneum ruficeps
data\processed\Mystery mystery\419_seg001.wav,Mystery mystery
data\processed\noise\Mystery_mystery__332__seg013.wav,noise
data\processed\noise\Pomatorhinus_ruficollis__15__seg005.wav,noise
data\processed\Acridotheres fuscus\9_seg009.wav,Acridotheres fuscus
data\processed\Alcippe cinerea\12_seg002.wav,Alcippe cinerea
data\processed\Alcippe cinerea\17_seg008.wav,Alcippe cinerea
data\processed\Dicaeum cruentatum\5_seg001.wav,Dicaeum cruentatum
data\processed\Cyornis poliogenys\25_seg000.wav,Cyornis poliogenys
data\processed\Mystery mystery\110_seg031.wav,Mystery mystery
data\processed\Chloropsis\1_seg008.wav,Chloropsis
data\processed\Mystery mystery\297_seg012.wav,Mystery mystery
data\processed\Cyornis unicolor\26_seg003.wav,Cyornis unicolor
data\processed\Arborophila torqueola\8_seg023.wav,Arborophila torqueola
data\processed\Pnoepyga pusilla\29_seg020.wav,Pnoepyga pusilla
data\processed\Mystery mystery\360_seg032.wav,Mystery mystery
data\processed\Mystery mystery\25_seg018.wav,Mystery mystery
data\processed\Liocichla phoenicea\23_seg010.wav,Liocichla phoenicea
data\processed\noise\Cyornis_magnirostris__6__seg019.wav,noise
data\processed\Liocichla phoenicea\13_seg035.wav,Liocichla phoenicea
data\processed\Mystery mystery\421_seg015.wav,Mystery mystery
data\processed\Mystery mystery\8_seg002.wav,Mystery mystery
data\processed\Mystery mystery\301_seg048.wav,Mystery mystery
data\processed\Mystery mystery\376_seg004.wav,Mystery mystery
data\processed\noise\Liocichla_phoenicea__9__seg008.wav,noise
data\processed\Pellorneum ruficeps\93_seg005.wav,Pellorneum ruficeps
data\processed\Mystery mystery\197_seg002.wav,Mystery mystery
data\processed\Pellorneum ruficeps\23_seg014.wav,Pellorneum ruficeps
data\processed\Psilopogon lineatus\15_seg010.wav,Psilopogon lineatus
data\processed\Macronus gularis\3_seg010.wav,Macronus gularis
data\processed\Sturnia malabarica\5_seg003.wav,Sturnia malabarica
data\processed\Mystery mystery\117_seg008.wav,Mystery mystery
data\processed\Chloropsis jerdoni\9_seg023.wav,Chloropsis jerdoni
data\processed\Pomatorhinus ruficollis\4_seg015.wav,Pomatorhinus ruficollis
data\processed\noise\Mystery_mystery__300__seg018.wav,noise
data\processed\Dicaeum chrysorrheum\1_seg006.wav,Dicaeum chrysorrheum
data\processed\Pnoepyga pusilla\20_seg016.wav,Pnoepyga pusilla
data\processed\Cyornis poliogenys\12_seg005.wav,Cyornis poliogenys
data\processed\Mystery mystery\105_seg002.wav,Mystery mystery
data\processed\Mystery mystery\121_seg006.wav,Mystery mystery
data\processed\Mystery mystery\345_seg016.wav,Mystery mystery
data\processed\Dicaeum cruentatum\8_seg001.wav,Dicaeum cruentatum
data\processed\Pomatorhinus ruficollis\18_seg007.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\369_seg013.wav,Mystery mystery
data\processed\noise\Rimator_malacoptilus__18__seg003.wav,noise
data\processed\Cuculus micropterus\7_seg011.wav,Cuculus micropterus
data\processed\Arborophila torqueola\10_seg005.wav,Arborophila torqueola
data\processed\Mystery mystery\147_seg001.wav,Mystery mystery
data\processed\noise\Mystery_mystery__17__seg029.wav,noise
data\processed\Mystery mystery\336_seg095.wav,Mystery mystery
data\processed\Arborophila torqueola\13_seg038.wav,Arborophila torqueola
data\processed\Pomatorhinus ruficollis\6_seg006.wav,Pomatorhinus ruficollis
data\processed\Chelidorhynx hypoxanthus\11_seg007.wav,Chelidorhynx hypoxanthus
data\processed\Cuculus micropterus\51_seg000.wav,Cuculus micropterus
data\processed\Mystery mystery\305_seg027.wav,Mystery mystery
data\processed\Chloropsis jerdoni\5_seg026.wav,Chloropsis jerdoni
data\processed\Sphenocichla humei\14_seg002.wav,Sphenocichla humei
data\processed\Arborophila torqueola\5_seg008.wav,Arborophila torqueola
data\processed\Chelidorhynx hypoxanthus\16_seg003.wav,Chelidorhynx hypoxanthus
data\processed\Pellorneum ruficeps\21_seg004.wav,Pellorneum ruficeps
data\processed\Mystery mystery\343_seg038.wav,Mystery mystery
data\processed\Pellorneum ruficeps\32_seg068.wav,Pellorneum ruficeps
data\processed\Mystery mystery\340_seg007.wav,Mystery mystery
data\processed\noise\Pellorneum_ruficeps__102__seg022.wav,noise
data\processed\Pellorneum ruficeps\69_seg030.wav,Pellorneum ruficeps
data\processed\Mystery mystery\341_seg006.wav,Mystery mystery
data\processed\Centropus andamanensis\11_seg006.wav,Centropus andamanensis
data\processed\Psittacula eupatria\25_seg013.wav,Psittacula eupatria
data\processed\noise\Alcippe_cinerea__5__seg003.wav,noise
data\processed\Mystery mystery\377_seg043.wav,Mystery mystery
data\processed\Cuculus micropterus\23_seg005.wav,Cuculus micropterus
data\processed\noise\Glaucidium_cuculoides__12__seg040.wav,noise
data\processed\Chelidorhynx hypoxanthus\14_seg007.wav,Chelidorhynx hypoxanthus
data\processed\Mystery mystery\410_seg003.wav,Mystery mystery
data\processed\Centropus andamanensis\12_seg007.wav,Centropus andamanensis
data\processed\Mystery mystery\415_seg005.wav,Mystery mystery
data\processed\Pellorneum ruficeps\26_seg027.wav,Pellorneum ruficeps
data\processed\noise\Psilopogon_lineatus__21__seg023.wav,noise
data\processed\Mystery mystery\250_seg009.wav,Mystery mystery
data\processed\Psittacula eupatria\8_seg009.wav,Psittacula eupatria
data\processed\Cyornis unicolor\11_seg010.wav,Cyornis unicolor
data\processed\Halcyon coromanda\6_seg000.wav,Halcyon coromanda
data\processed\Rimator malacoptilus\16_seg004.wav,Rimator malacoptilus
data\processed\Alcippe cinerea\3_seg000.wav,Alcippe cinerea
data\processed\Mystery mystery\337_seg000.wav,Mystery mystery
data\processed\Sphenocichla humei\37_seg009.wav,Sphenocichla humei
data\processed\Mystery mystery\341_seg012.wav,Mystery mystery
data\processed\Cyornis poliogenys\4_seg012.wav,Cyornis poliogenys
data\processed\Cyornis unicolor\26_seg006.wav,Cyornis unicolor
data\processed\Mystery mystery\318_seg006.wav,Mystery mystery
data\processed\Liocichla phoenicea\13_seg013.wav,Liocichla phoenicea
data\processed\Mystery mystery\301_seg001.wav,Mystery mystery
data\processed\Pellorneum ruficeps\17_seg020.wav,Pellorneum ruficeps
data\processed\Paradoxornis guttaticollis\1_seg006.wav,Paradoxornis guttaticollis
data\processed\Polyplectron bicalcaratum\5_seg006.wav,Polyplectron bicalcaratum
data\processed\noise\Pellorneum_ruficeps__86__seg055.wav,noise
data\processed\Mystery mystery\280_seg005.wav,Mystery mystery
data\processed\Mystery mystery\426_seg008.wav,Mystery mystery
data\processed\Mystery mystery\217_seg012.wav,Mystery mystery
data\processed\Mystery mystery\115_seg003.wav,Mystery mystery
data\processed\Mystery mystery\43_seg037.wav,Mystery mystery
data\processed\Mystery mystery\242_seg007.wav,Mystery mystery
data\processed\Cypsiurus balasiensis\7_seg024.wav,Cypsiurus balasiensis
data\processed\Mystery mystery\336_seg036.wav,Mystery mystery
data\processed\Mystery mystery\43_seg059.wav,Mystery mystery
data\processed\Mystery mystery\376_seg003.wav,Mystery mystery
data\processed\Phylloscopus inornatus\4_seg009.wav,Phylloscopus inornatus
data\processed\Mystery mystery\376_seg005.wav,Mystery mystery
data\processed\noise\Alcippe_cinerea__10__seg025.wav,noise
data\processed\Mystery mystery\116_seg001.wav,Mystery mystery
data\processed\Mystery mystery\256_seg018.wav,Mystery mystery
data\processed\Polyplectron bicalcaratum\6_seg013.wav,Polyplectron bicalcaratum
data\processed\Pnoepyga pusilla\21_seg006.wav,Pnoepyga pusilla
data\processed\Mystery mystery\308_seg002.wav,Mystery mystery
data\processed\Mystery mystery\14_seg001.wav,Mystery mystery
data\processed\Liocichla phoenicea\2_seg000.wav,Liocichla phoenicea
data\processed\Mystery mystery\19_seg027.wav,Mystery mystery
data\processed\noise\Psilopogon_lineatus__10__seg004.wav,noise
data\processed\Chloropsis\14_seg000.wav,Chloropsis
data\processed\noise\Arborophila_torqueola__28__seg022.wav,noise
data\processed\Cuculus micropterus\17_seg005.wav,Cuculus micropterus
data\processed\noise\Sphenocichla_humei__10__seg001.wav,noise
data\processed\Pellorneum ruficeps\76_seg013.wav,Pellorneum ruficeps
data\processed\Centropus andamanensis\4_seg001.wav,Centropus andamanensis
data\processed\Liocichla phoenicea\11_seg003.wav,Liocichla phoenicea
data\processed\noise\Sphenocichla_humei__20__seg004.wav,noise
data\processed\Mystery mystery\421_seg006.wav,Mystery mystery
data\processed\Mystery mystery\223_seg016.wav,Mystery mystery
data\processed\noise\Mystery_mystery__76__seg002.wav,noise
data\processed\Glaucidium cuculoides\30_seg010.wav,Glaucidium cuculoides
data\processed\Chloropsis jerdoni\1_seg022.wav,Chloropsis jerdoni
data\processed\Pnoepyga pusilla\22_seg016.wav,Pnoepyga pusilla
data\processed\Glaucidium cuculoides\12_seg009.wav,Glaucidium cuculoides
data\processed\Pellorneum ruficeps\40_seg010.wav,Pellorneum ruficeps
data\processed\Pnoepyga pusilla\21_seg009.wav,Pnoepyga pusilla
data\processed\Arborophila torqueola\13_seg012.wav,Arborophila torqueola
data\processed\Mystery mystery\314_seg004.wav,Mystery mystery
data\processed\Chloropsis\8_seg002.wav,Chloropsis
data\processed\noise\Arborophila_torqueola__21__seg000.wav,noise
data\processed\Pellorneum ruficeps\26_seg008.wav,Pellorneum ruficeps
data\processed\Cyornis unicolor\1_seg017.wav,Cyornis unicolor
data\processed\Mystery mystery\124_seg001.wav,Mystery mystery
data\processed\Rimator malacoptilus\11_seg004.wav,Rimator malacoptilus
data\processed\Cuculus micropterus\49_seg006.wav,Cuculus micropterus
data\processed\Mystery mystery\259_seg002.wav,Mystery mystery
data\processed\Mystery mystery\423_seg011.wav,Mystery mystery
data\processed\noise\Pomatorhinus_ruficollis__7__seg011.wav,noise
data\processed\noise\Loriculus_vernalis__25__seg002.wav,noise
data\processed\Chelidorhynx hypoxanthus\8_seg000.wav,Chelidorhynx hypoxanthus
data\processed\Stachyridopsis ambigua\13_seg015.wav,Stachyridopsis ambigua
data\processed\Psilopogon lineatus\16_seg003.wav,Psilopogon lineatus
data\processed\Locustella davidi\4_seg010.wav,Locustella davidi
data\processed\Mystery mystery\25_seg021.wav,Mystery mystery
data\processed\Arborophila torqueola\24_seg011.wav,Arborophila torqueola
data\processed\Psittacula eupatria\25_seg012.wav,Psittacula eupatria
data\processed\Pellorneum ruficeps\90_seg002.wav,Pellorneum ruficeps
data\processed\Rimator malacoptilus\2_seg005.wav,Rimator malacoptilus
data\processed\noise\Rimator_malacoptilus__3__seg020.wav,noise
data\processed\Mystery mystery\345_seg039.wav,Mystery mystery
data\processed\Cuculus micropterus\12_seg011.wav,Cuculus micropterus
data\processed\Chloropsis jerdoni\5_seg007.wav,Chloropsis jerdoni
data\processed\noise\Pellorneum_ruficeps__86__seg036.wav,noise
data\processed\Arachnothera magna\4_seg001.wav,Arachnothera magna
data\processed\Mystery mystery\312_seg026.wav,Mystery mystery
data\processed\Cuculus micropterus\41_seg001.wav,Cuculus micropterus
data\processed\Chloropsis\20_seg003.wav,Chloropsis
data\processed\Chloropsis jerdoni\1_seg023.wav,Chloropsis jerdoni
data\processed\Pellorneum ruficeps\29_seg000.wav,Pellorneum ruficeps
data\processed\Cyornis poliogenys\3_seg010.wav,Cyornis poliogenys
data\processed\Mystery mystery\41_seg016.wav,Mystery mystery
data\processed\Pnoepyga pusilla\29_seg013.wav,Pnoepyga pusilla
data\processed\Mystery mystery\132_seg000.wav,Mystery mystery
data\processed\Sphenocichla humei\40_seg002.wav,Sphenocichla humei
data\processed\Pellorneum ruficeps\80_seg004.wav,Pellorneum ruficeps
data\processed\Sphenocichla humei\13_seg003.wav,Sphenocichla humei
data\processed\Pnoepyga pusilla\23_seg022.wav,Pnoepyga pusilla
data\processed\Chloropsis\7_seg009.wav,Chloropsis
data\processed\noise\Chloropsis__2__seg010.wav,noise
data\processed\Mystery mystery\93_seg003.wav,Mystery mystery
data\processed\Locustella davidi\1_seg008.wav,Locustella davidi
data\processed\Mystery mystery\373_seg008.wav,Mystery mystery
data\processed\Dicrurus andamanensis\9_seg001.wav,Dicrurus andamanensis
data\processed\noise\Mystery_mystery__411__seg003.wav,noise
data\processed\Pnoepyga pusilla\18_seg000.wav,Pnoepyga pusilla
data\processed\Pellorneum ruficeps\97_seg007.wav,Pellorneum ruficeps
data\processed\Cyornis poliogenys\7_seg003.wav,Cyornis poliogenys
data\processed\Sphenocichla humei\22_seg001.wav,Sphenocichla humei
data\processed\Cuculus micropterus\24_seg006.wav,Cuculus micropterus
data\processed\Mystery mystery\442_seg000.wav,Mystery mystery
data\processed\Motacilla citreola\1_seg001.wav,Motacilla citreola
data\processed\Arborophila torqueola\13_seg028.wav,Arborophila torqueola
data\processed\Pellorneum ruficeps\97_seg000.wav,Pellorneum ruficeps
data\processed\Cypsiurus balasiensis\4_seg001.wav,Cypsiurus balasiensis
data\processed\Polyplectron bicalcaratum\11_seg000.wav,Polyplectron bicalcaratum
data\processed\Cuculus micropterus\17_seg001.wav,Cuculus micropterus
data\processed\Pellorneum ruficeps\51_seg005.wav,Pellorneum ruficeps
data\processed\noise\Mystery_mystery__38__seg013.wav,noise
data\processed\Psilopogon lineatus\12_seg010.wav,Psilopogon lineatus
data\processed\Mystery mystery\334_seg004.wav,Mystery mystery
data\processed\Psittacula eupatria\8_seg005.wav,Psittacula eupatria
data\processed\Mystery mystery\280_seg006.wav,Mystery mystery
data\processed\Mystery mystery\370_seg000.wav,Mystery mystery
data\processed\Pellorneum ruficeps\65_seg017.wav,Pellorneum ruficeps
data\processed\Mystery mystery\38_seg022.wav,Mystery mystery
data\processed\Macronus gularis\16_seg004.wav,Macronus gularis
data\processed\Arachnothera magna\8_seg011.wav,Arachnothera magna
data\processed\Mystery mystery\414_seg004.wav,Mystery mystery
data\processed\Pellorneum ruficeps\26_seg020.wav,Pellorneum ruficeps
data\processed\Pellorneum ruficeps\32_seg048.wav,Pellorneum ruficeps
data\processed\Mystery mystery\83_seg001.wav,Mystery mystery
data\processed\Mystery mystery\63_seg004.wav,Mystery mystery
data\processed\Pnoepyga pusilla\9_seg007.wav,Pnoepyga pusilla
data\processed\Arborophila torqueola\31_seg003.wav,Arborophila torqueola
data\processed\Centropus andamanensis\5_seg003.wav,Centropus andamanensis
data\processed\Pomatorhinus ruficollis\6_seg013.wav,Pomatorhinus ruficollis
data\processed\Cuculus micropterus\19_seg004.wav,Cuculus micropterus
data\processed\Mystery mystery\345_seg019.wav,Mystery mystery
data\processed\Arborophila torqueola\23_seg006.wav,Arborophila torqueola
data\processed\Cuculus micropterus\61_seg001.wav,Cuculus micropterus
data\processed\Mystery mystery\421_seg011.wav,Mystery mystery
data\processed\Mystery mystery\414_seg031.wav,Mystery mystery
data\processed\noise\Mystery_mystery__432__seg021.wav,noise
data\processed\Rimator malacoptilus\15_seg014.wav,Rimator malacoptilus
data\processed\Centropus andamanensis\12_seg012.wav,Centropus andamanensis
data\processed\Iole cacharensis\6_seg004.wav,Iole cacharensis
data\processed\Mystery mystery\432_seg008.wav,Mystery mystery
data\processed\Acridotheres fuscus\4_seg003.wav,Acridotheres fuscus
data\processed\Rimator malacoptilus\2_seg025.wav,Rimator malacoptilus
data\processed\Alcippe cinerea\10_seg023.wav,Alcippe cinerea
data\processed\Argya longirostris\2_seg007.wav,Argya longirostris
data\processed\Glaucidium cuculoides\31_seg062.wav,Glaucidium cuculoides
data\processed\Mystery mystery\307_seg005.wav,Mystery mystery
data\processed\Pellorneum ruficeps\89_seg002.wav,Pellorneum ruficeps
data\processed\Mystery mystery\312_seg002.wav,Mystery mystery
data\processed\Cuculus micropterus\47_seg001.wav,Cuculus micropterus
data\processed\Chelidorhynx hypoxanthus\9_seg009.wav,Chelidorhynx hypoxanthus
data\processed\Mystery mystery\56_seg006.wav,Mystery mystery
data\processed\Liocichla phoenicea\9_seg016.wav,Liocichla phoenicea
data\processed\noise\Loriculus_vernalis__10__seg021.wav,noise
data\processed\Mystery mystery\19_seg071.wav,Mystery mystery
data\processed\Argya longirostris\4_seg010.wav,Argya longirostris
data\processed\Pomatorhinus ruficollis\10_seg003.wav,Pomatorhinus ruficollis
data\processed\noise\Glaucidium_cuculoides__12__seg001.wav,noise
data\processed\Mystery mystery\19_seg049.wav,Mystery mystery
data\processed\Psilopogon lineatus\18_seg001.wav,Psilopogon lineatus
data\processed\Loriculus vernalis\30_seg000.wav,Loriculus vernalis
data\processed\noise\Liocichla_phoenicea__2__seg007.wav,noise
data\processed\Arachnothera magna\3_seg003.wav,Arachnothera magna
data\processed\Iole cacharensis\1_seg002.wav,Iole cacharensis
data\processed\Cuculus micropterus\46_seg014.wav,Cuculus micropterus
data\processed\Pellorneum ruficeps\33_seg000.wav,Pellorneum ruficeps
data\processed\Pomatorhinus ruficollis\41_seg008.wav,Pomatorhinus ruficollis
data\processed\Argya longirostris\11_seg007.wav,Argya longirostris
data\processed\Mystery mystery\365_seg000.wav,Mystery mystery
data\processed\Mystery mystery\239_seg005.wav,Mystery mystery
data\processed\Mystery mystery\307_seg008.wav,Mystery mystery
data\processed\Pnoepyga pusilla\6_seg003.wav,Pnoepyga pusilla
data\processed\Liocichla phoenicea\13_seg012.wav,Liocichla phoenicea
data\processed\Cuculus micropterus\4_seg020.wav,Cuculus micropterus
data\processed\Macronus gularis\8_seg002.wav,Macronus gularis
data\processed\noise\Mystery_mystery__251__seg002.wav,noise
data\processed\Mystery mystery\350_seg002.wav,Mystery mystery
data\processed\Cuculus micropterus\62_seg002.wav,Cuculus micropterus
data\processed\Mystery mystery\152_seg001.wav,Mystery mystery
data\processed\Loriculus vernalis\1_seg012.wav,Loriculus vernalis
data\processed\Mystery mystery\116_seg000.wav,Mystery mystery
data\processed\Mystery mystery\433_seg010.wav,Mystery mystery
data\processed\Arachnothera magna\1_seg005.wav,Arachnothera magna
data\processed\noise\Pellorneum_ruficeps__68__seg005.wav,noise
data\processed\Cuculus micropterus\56_seg003.wav,Cuculus micropterus
data\processed\Cuculus micropterus\44_seg013.wav,Cuculus micropterus
data\processed\Mystery mystery\345_seg002.wav,Mystery mystery
data\processed\Loriculus vernalis\27_seg001.wav,Loriculus vernalis
data\processed\Sphenocichla humei\29_seg003.wav,Sphenocichla humei
data\processed\Mystery mystery\25_seg000.wav,Mystery mystery
data\processed\Dicrurus andamanensis\10_seg015.wav,Dicrurus andamanensis
data\processed\Mystery mystery\79_seg000.wav,Mystery mystery
data\processed\Sphenocichla humei\38_seg002.wav,Sphenocichla humei
data\processed\Mystery mystery\91_seg005.wav,Mystery mystery
data\processed\Mystery mystery\194_seg000.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\28_seg001.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\16_seg035.wav,Mystery mystery
data\processed\Cuculus micropterus\19_seg005.wav,Cuculus micropterus
data\processed\Mystery mystery\34_seg014.wav,Mystery mystery
data\processed\Cyornis poliogenys\29_seg010.wav,Cyornis poliogenys
data\processed\Mystery mystery\17_seg020.wav,Mystery mystery
data\processed\Cyornis magnirostris\8_seg014.wav,Cyornis magnirostris
data\processed\Liocichla phoenicea\21_seg020.wav,Liocichla phoenicea
data\processed\Mystery mystery\360_seg021.wav,Mystery mystery
data\processed\Mystery mystery\428_seg000.wav,Mystery mystery
data\processed\Pellorneum ruficeps\3_seg004.wav,Pellorneum ruficeps
data\processed\Mystery mystery\442_seg030.wav,Mystery mystery
data\processed\Centropus andamanensis\15_seg002.wav,Centropus andamanensis
data\processed\Chrysococcyx maculatus\2_seg002.wav,Chrysococcyx maculatus
data\processed\Mystery mystery\110_seg026.wav,Mystery mystery
data\processed\Macronus gularis\17_seg005.wav,Macronus gularis
data\processed\Mystery mystery\371_seg017.wav,Mystery mystery
data\processed\Dicaeum minullum\1_seg000.wav,Dicaeum minullum
data\processed\Mystery mystery\343_seg006.wav,Mystery mystery
data\processed\Liocichla phoenicea\2_seg006.wav,Liocichla phoenicea
data\processed\Mystery mystery\75_seg000.wav,Mystery mystery
data\processed\Mystery mystery\391_seg000.wav,Mystery mystery
data\processed\Cypsiurus balasiensis\6_seg013.wav,Cypsiurus balasiensis
data\processed\noise\Psilopogon_lineatus__2__seg005.wav,noise
data\processed\Chloropsis\16_seg011.wav,Chloropsis
data\processed\Mystery mystery\112_seg004.wav,Mystery mystery
data\processed\Stachyridopsis ambigua\13_seg023.wav,Stachyridopsis ambigua
data\processed\Pellorneum ruficeps\8_seg004.wav,Pellorneum ruficeps
data\processed\Mystery mystery\335_seg003.wav,Mystery mystery
data\processed\Chloropsis jerdoni\6_seg017.wav,Chloropsis jerdoni
data\processed\Mystery mystery\433_seg033.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\1_seg010.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\409_seg013.wav,Mystery mystery
data\processed\Mystery mystery\296_seg000.wav,Mystery mystery
data\processed\Mystery mystery\371_seg016.wav,Mystery mystery
data\processed\Mystery mystery\389_seg010.wav,Mystery mystery
data\processed\Cuculus micropterus\4_seg006.wav,Cuculus micropterus
data\processed\Mystery mystery\336_seg070.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\32_seg006.wav,Pomatorhinus ruficollis
data\processed\Cuculus micropterus\6_seg002.wav,Cuculus micropterus
data\processed\Pellorneum ruficeps\69_seg009.wav,Pellorneum ruficeps
data\processed\Mystery mystery\303_seg009.wav,Mystery mystery
data\processed\Pellorneum ruficeps\33_seg003.wav,Pellorneum ruficeps
data\processed\Alcippe cinerea\18_seg000.wav,Alcippe cinerea
data\processed\Glaucidium cuculoides\15_seg004.wav,Glaucidium cuculoides
data\processed\Rimator malacoptilus\15_seg009.wav,Rimator malacoptilus
data\processed\Cyornis unicolor\24_seg010.wav,Cyornis unicolor
data\processed\Mystery mystery\62_seg009.wav,Mystery mystery
data\processed\Mystery mystery\341_seg003.wav,Mystery mystery
data\processed\Cyornis poliogenys\10_seg009.wav,Cyornis poliogenys
data\processed\Argya longirostris\7_seg018.wav,Argya longirostris
data\processed\noise\Pellorneum_ruficeps__74__seg027.wav,noise
data\processed\Pellorneum ruficeps\95_seg005.wav,Pellorneum ruficeps
data\processed\Mystery mystery\257_seg018.wav,Mystery mystery
data\processed\Glaucidium cuculoides\29_seg007.wav,Glaucidium cuculoides
data\processed\Mystery mystery\225_seg003.wav,Mystery mystery
data\processed\Cyornis poliogenys\11_seg006.wav,Cyornis poliogenys
data\processed\Centropus andamanensis\2_seg008.wav,Centropus andamanensis
data\processed\Chloropsis\10_seg012.wav,Chloropsis
data\processed\Mystery mystery\327_seg005.wav,Mystery mystery
data\processed\Mystery mystery\1_seg011.wav,Mystery mystery
data\processed\Sphenocichla humei\13_seg001.wav,Sphenocichla humei
data\processed\Pellorneum ruficeps\90_seg006.wav,Pellorneum ruficeps
data\processed\Glaucidium cuculoides\21_seg003.wav,Glaucidium cuculoides
data\processed\Pnoepyga pusilla\11_seg007.wav,Pnoepyga pusilla
data\processed\Mystery mystery\271_seg000.wav,Mystery mystery
data\processed\Cuculus micropterus\4_seg010.wav,Cuculus micropterus
data\processed\noise\Glaucidium_cuculoides__12__seg028.wav,noise
data\processed\Mystery mystery\297_seg000.wav,Mystery mystery
data\processed\Pellorneum ruficeps\64_seg012.wav,Pellorneum ruficeps
data\processed\Cuculus micropterus\8_seg031.wav,Cuculus micropterus
data\processed\Pellorneum ruficeps\16_seg008.wav,Pellorneum ruficeps
data\processed\Pnoepyga pusilla\4_seg003.wav,Pnoepyga pusilla
data\processed\Mystery mystery\386_seg013.wav,Mystery mystery
data\processed\Glaucidium cuculoides\31_seg042.wav,Glaucidium cuculoides
data\processed\Macronus gularis\23_seg001.wav,Macronus gularis
data\processed\Cyornis poliogenys\9_seg000.wav,Cyornis poliogenys
data\processed\Pellorneum ruficeps\42_seg004.wav,Pellorneum ruficeps
data\processed\Cuculus micropterus\66_seg000.wav,Cuculus micropterus
data\processed\Locustella davidi\5_seg008.wav,Locustella davidi
data\processed\Cuculus micropterus\19_seg008.wav,Cuculus micropterus
data\processed\Mystery mystery\11_seg028.wav,Mystery mystery
data\processed\Psilopogon lineatus\5_seg013.wav,Psilopogon lineatus
data\processed\noise\Sphenocichla_humei__22__seg019.wav,noise
data\processed\Loriculus vernalis\25_seg016.wav,Loriculus vernalis
data\processed\noise\Cyornis_poliogenys__5__seg004.wav,noise
data\processed\Arborophila torqueola\4_seg023.wav,Arborophila torqueola
data\processed\Mystery mystery\82_seg010.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\37_seg000.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\124_seg002.wav,Mystery mystery
data\processed\Mystery mystery\442_seg007.wav,Mystery mystery
data\processed\Mystery mystery\70_seg000.wav,Mystery mystery
data\processed\Liocichla phoenicea\21_seg018.wav,Liocichla phoenicea
data\processed\Chloropsis jerdoni\9_seg008.wav,Chloropsis jerdoni
data\processed\Cyornis poliogenys\12_seg000.wav,Cyornis poliogenys
data\processed\Pomatorhinus ruficollis\29_seg001.wav,Pomatorhinus ruficollis
data\processed\Todiramphus chloris\20_seg005.wav,Todiramphus chloris
data\processed\Mystery mystery\115_seg022.wav,Mystery mystery
data\processed\Centropus andamanensis\10_seg001.wav,Centropus andamanensis
data\processed\Mystery mystery\443_seg006.wav,Mystery mystery
data\processed\Cuculus micropterus\31_seg009.wav,Cuculus micropterus
data\processed\Cyornis unicolor\25_seg010.wav,Cyornis unicolor
data\processed\Mystery mystery\392_seg000.wav,Mystery mystery
data\processed\Loriculus vernalis\26_seg004.wav,Loriculus vernalis
data\processed\Pomatorhinus ruficollis\9_seg006.wav,Pomatorhinus ruficollis
data\processed\Pellorneum ruficeps\21_seg003.wav,Pellorneum ruficeps
data\processed\Arborophila torqueola\9_seg003.wav,Arborophila torqueola
data\processed\Chloropsis\14_seg016.wav,Chloropsis
data\processed\Mystery mystery\266_seg004.wav,Mystery mystery
data\processed\Liocichla phoenicea\3_seg002.wav,Liocichla phoenicea
data\processed\Paradoxornis guttaticollis\2_seg005.wav,Paradoxornis guttaticollis
data\processed\Rimator malacoptilus\11_seg009.wav,Rimator malacoptilus
data\processed\Mystery mystery\301_seg033.wav,Mystery mystery
data\processed\Liocichla phoenicea\23_seg001.wav,Liocichla phoenicea
data\processed\Cyornis poliogenys\15_seg002.wav,Cyornis poliogenys
data\processed\Macronus gularis\4_seg000.wav,Macronus gularis
